Ciudad,Dia (AAAA/MM/DD),Hora,Previsión (°C),Velocidad (km/h),Rachas (km/h),Lluvias (mm),Nieve (cm),Nubes (%),Tormenta (%),Humedad (%),Presión (hPa),Sensación térmica (°C),Prob. precipitación (%),Hora observación,Visibilidad
almeria,2018/11/9,00:00,14 ,19 ,28 ,0 ,0 ,20,0,87,1017 ,14,NULL,NULL,NULL
almeria,2018/11/9,01:00,14 ,18 ,27 ,0 ,0 ,20,0,86,1017 ,14,NULL,NULL,NULL
almeria,2018/11/9,02:00,14 ,17 ,25 ,0 ,0 ,10,0,85,1017 ,12,NULL,NULL,NULL
almeria,2018/11/9,03:00,13 ,15 ,22 ,0 ,0 ,10,0,83,1017 ,13,NULL,NULL,NULL
almeria,2018/11/9,04:00,13 ,14 ,21 ,0 ,0 ,10,0,81,1017 ,11,NULL,NULL,NULL
almeria,2018/11/9,05:00,12 ,14 ,21 ,0 ,0 ,0,0,74,1017 ,12,NULL,NULL,NULL
almeria,2018/11/9,06:00,12 ,14 ,20 ,0 ,0 ,0,0,62,1018 ,10,NULL,NULL,NULL
almeria,2018/11/9,07:00,12 ,14 ,20 ,0 ,0 ,0,0,55,1019 ,10,NULL,NULL,NULL
almeria,2018/11/9,08:00,13 ,13 ,20 ,0 ,0 ,0,0,55,1019 ,11,NULL,NULL,NULL
almeria,2018/11/9,09:00,14 ,13 ,20 ,0 ,0 ,0,0,56,1020 ,14,NULL,NULL,NULL
almeria,2018/11/9,10:00,16 ,13 ,20 ,0 ,0 ,0,0,57,1021 ,16,NULL,NULL,NULL
almeria,2018/11/9,11:00,16 ,14 ,21 ,0 ,0 ,10,0,54,1021 ,16,NULL,NULL,NULL
almeria,2018/11/9,12:00,17 ,15 ,22 ,0 ,0 ,10,0,51,1020 ,17,NULL,NULL,NULL
almeria,2018/11/9,13:00,18 ,15 ,23 ,0 ,0 ,10,0,49,1020 ,18,NULL,NULL,NULL
almeria,2018/11/9,14:00,18 ,16 ,24 ,0 ,0 ,10,0,50,1020 ,18,NULL,NULL,NULL
almeria,2018/11/9,15:00,17 ,17 ,26 ,0 ,0 ,10,0,51,1019 ,17,NULL,NULL,NULL
almeria,2018/11/9,16:00,17 ,18 ,27 ,0 ,0 ,10,0,53,1019 ,17,NULL,NULL,NULL
almeria,2018/11/9,17:00,16 ,16 ,24 ,0 ,0 ,20,0,58,1019 ,16,NULL,NULL,NULL
almeria,2018/11/9,18:00,15 ,12 ,18 ,0 ,0 ,20,0,63,1019 ,15,NULL,NULL,NULL
almeria,2018/11/9,19:00,15 ,9 ,14 ,0 ,0 ,20,0,65,1019 ,15,NULL,NULL,NULL
almeria,2018/11/9,20:00,14 ,9 ,14 ,0 ,0 ,20,0,65,1020 ,14,NULL,NULL,NULL
almeria,2018/11/9,21:00,13 ,9 ,13 ,0 ,0 ,20,0,64,1020 ,13,NULL,NULL,NULL
almeria,2018/11/9,22:00,13 ,9 ,13 ,0 ,0 ,20,0,64,1021 ,13,NULL,NULL,NULL
almeria,2018/11/9,23:00,13 ,9 ,13 ,0 ,0 ,30,0,64,1020 ,13,10,NULL,NULL
almeria,2018/11/10,00:00,12 ,9 ,13 ,0 ,0 ,30,0,64,1020 ,12,10,NULL,NULL
almeria,2018/11/10,01:00,12 ,9 ,13 ,0 ,0 ,30,0,64,1019 ,12,10,NULL,NULL
almeria,2018/11/10,02:00,12 ,9 ,13 ,0 ,0 ,40,0,64,1019 ,12,10,NULL,NULL
almeria,2018/11/10,03:00,12 ,9 ,13 ,0 ,0 ,40,0,66,1019 ,12,10,NULL,NULL
almeria,2018/11/10,04:00,12 ,9 ,14 ,0 ,0 ,40,0,67,1018 ,12,10,NULL,NULL
almeria,2018/11/10,05:00,11 ,9 ,14 ,0 ,0 ,40,0,67,1018 ,11,10,NULL,NULL
almeria,2018/11/10,06:00,11 ,9 ,14 ,0 ,0 ,40,0,67,1018 ,11,10,NULL,NULL
almeria,2018/11/10,07:00,11 ,9 ,14 ,0 ,0 ,40,0,67,1018 ,11,10,NULL,NULL
almeria,2018/11/10,08:00,12 ,8 ,12 ,0 ,0 ,40,0,67,1018 ,12,10,NULL,NULL
almeria,2018/11/10,09:00,14 ,6 ,10 ,0 ,0 ,40,0,66,1019 ,14,10,NULL,NULL
almeria,2018/11/10,10:00,16 ,6 ,9 ,0 ,0 ,40,0,66,1019 ,16,10,NULL,NULL
almeria,2018/11/10,11:00,17 ,8 ,12 ,0 ,0 ,40,0,64,1019 ,17,10,NULL,NULL
almeria,2018/11/10,12:00,18 ,11 ,16 ,0 ,0 ,40,0,61,1019 ,18,10,NULL,NULL
almeria,2018/11/10,13:00,18 ,13 ,20 ,0 ,0 ,40,0,59,1018 ,18,10,NULL,NULL
almeria,2018/11/10,14:00,18 ,15 ,23 ,0 ,0 ,50,0,60,1018 ,18,10,NULL,NULL
almeria,2018/11/10,15:00,18 ,17 ,25 ,0 ,0 ,50,0,62,1017 ,18,10,NULL,NULL
almeria,2018/11/10,16:00,18 ,18 ,27 ,0 ,0 ,50,0,65,1017 ,18,10,NULL,NULL
almeria,2018/11/10,17:00,17 ,16 ,24 ,0 ,0 ,50,0,72,1017 ,17,10,NULL,NULL
almeria,2018/11/10,18:00,16 ,13 ,19 ,0 ,0 ,50,0,79,1017 ,16,10,NULL,NULL
almeria,2018/11/10,19:00,15 ,11 ,16 ,0 ,0 ,50,0,82,1017 ,15,10,NULL,NULL
almeria,2018/11/10,20:00,15 ,10 ,15 ,0 ,0 ,20,0,81,1017 ,15,NULL,NULL,NULL
almeria,2018/11/10,21:00,14 ,9 ,14 ,0 ,0 ,20,0,79,1018 ,14,NULL,NULL,NULL
almeria,2018/11/10,22:00,14 ,9 ,13 ,0 ,0 ,20,0,77,1018 ,14,NULL,NULL,NULL
almeria,2018/11/10,23:00,14 ,9 ,13 ,0 ,0 ,10,0,76,1018 ,14,NULL,NULL,NULL
almeria,2018/11/11,00:00,14 ,9 ,14 ,0 ,0 ,10,0,74,1017 ,14,NULL,NULL,NULL
almeria,2018/11/11,01:00,14 ,9 ,14 ,0 ,0 ,10,0,73,1017 ,14,NULL,NULL,NULL
almeria,2018/11/11,02:00,14 ,9 ,14 ,0 ,0 ,10,0,72,1017 ,14,NULL,NULL,NULL
almeria,2018/11/11,03:00,14 ,9 ,13 ,0 ,0 ,10,0,73,1017 ,14,NULL,NULL,NULL
almeria,2018/11/11,04:00,14 ,9 ,13 ,0 ,0 ,10,0,74,1016 ,14,NULL,NULL,NULL
almeria,2018/11/11,05:00,13 ,8 ,12 ,0 ,0 ,10,0,74,1016 ,13,NULL,NULL,NULL
almeria,2018/11/11,06:00,13 ,8 ,12 ,0 ,0 ,10,0,74,1016 ,13,NULL,NULL,NULL
almeria,2018/11/11,07:00,13 ,8 ,12 ,0 ,0 ,10,0,74,1017 ,13,NULL,NULL,NULL
almeria,2018/11/11,08:00,15 ,7 ,10 ,0 ,0 ,10,0,74,1017 ,15,NULL,NULL,NULL
almeria,2018/11/11,09:00,17 ,5 ,8 ,0 ,0 ,10,0,74,1017 ,17,NULL,NULL,NULL
almeria,2018/11/11,10:00,19 ,5 ,7 ,0 ,0 ,10,0,73,1017 ,19,NULL,NULL,NULL
almeria,2018/11/11,11:00,19 ,6 ,9 ,0 ,0 ,10,0,74,1017 ,19,NULL,NULL,NULL
almeria,2018/11/11,12:00,20 ,8 ,13 ,0 ,0 ,10,0,74,1017 ,20,NULL,NULL,NULL
avila,2018/11/8,Ahora,7 ,13 ,20 ,--,--,--,--,87 ,1015 ,5,NULL,12:15,Ilimitada
avila,2018/11/8,13:00,9 ,20 ,31 ,0 ,0 ,90,0,75,1015 ,6,30,NULL,NULL
avila,2018/11/8,14:00,9 ,19 ,29 ,0 ,0 ,70,0,72,1014 ,7,20,NULL,NULL
avila,2018/11/8,15:00,10 ,17 ,26 ,0 ,0 ,70,0,70,1013 ,7,20,NULL,NULL
avila,2018/11/8,16:00,10 ,15 ,23 ,0 ,0 ,70,0,71,1013 ,7,20,NULL,NULL
avila,2018/11/8,17:00,9 ,13 ,20 ,0.1 ,0 ,100,0,77,1013 ,7,60,NULL,NULL
avila,2018/11/8,18:00,8 ,11 ,17 ,0.1 ,0 ,100,0,88,1013 ,6,60,NULL,NULL
avila,2018/11/8,19:00,7 ,9 ,14 ,0.1 ,0 ,100,0,94,1014 ,5,60,NULL,NULL
avila,2018/11/8,20:00,7 ,8 ,12 ,0.7 ,0 ,50,0,92,1014 ,5,80,NULL,NULL
avila,2018/11/8,21:00,7 ,8 ,12 ,0.7 ,0 ,50,0,89,1015 ,5,80,NULL,NULL
avila,2018/11/8,22:00,6 ,8 ,13 ,0.7 ,0 ,50,0,88,1015 ,6,80,NULL,NULL
avila,2018/11/8,23:00,6 ,10 ,15 ,0 ,0 ,70,0,88,1016 ,4,20,NULL,NULL
avila,2018/11/9,00:00,5 ,12 ,18 ,0 ,0 ,70,0,89,1017 ,2,20,NULL,NULL
avila,2018/11/9,01:00,5 ,13 ,20 ,0 ,0 ,70,0,90,1018 ,2,20,NULL,NULL
avila,2018/11/9,02:00,4 ,14 ,21 ,0 ,0 ,60,0,88,1019 ,1,20,NULL,NULL
avila,2018/11/9,03:00,4 ,15 ,22 ,0 ,0 ,60,0,86,1019 ,1,20,NULL,NULL
avila,2018/11/9,04:00,4 ,14 ,22 ,0 ,0 ,60,0,84,1020 ,1,20,NULL,NULL
avila,2018/11/9,05:00,4 ,14 ,21 ,0 ,0 ,40,0,85,1020 ,0,10,NULL,NULL
avila,2018/11/9,06:00,3 ,14 ,20 ,0 ,0 ,40,0,86,1021 ,0,10,NULL,NULL
avila,2018/11/9,07:00,3 ,13 ,20 ,0 ,0 ,40,0,87,1022 ,-1,10,NULL,NULL
avila,2018/11/9,08:00,3 ,13 ,19 ,0 ,0 ,30,0,87,1022 ,0,10,NULL,NULL
avila,2018/11/9,09:00,4 ,12 ,18 ,0 ,0 ,30,0,86,1023 ,1,10,NULL,NULL
avila,2018/11/9,10:00,5 ,12 ,18 ,0 ,0 ,30,0,84,1023 ,2,10,NULL,NULL
avila,2018/11/9,11:00,6 ,12 ,19 ,0 ,0 ,60,0,77,1023 ,4,20,NULL,NULL
avila,2018/11/9,12:00,8 ,14 ,21 ,0 ,0 ,60,0,65,1023 ,5,20,NULL,NULL
avila,2018/11/9,13:00,9 ,15 ,22 ,0 ,0 ,60,0,57,1022 ,6,20,NULL,NULL
avila,2018/11/9,14:00,10 ,15 ,22 ,0 ,0 ,90,0,56,1021 ,8,30,NULL,NULL
avila,2018/11/9,15:00,10 ,14 ,21 ,0 ,0 ,90,0,57,1020 ,10,30,NULL,NULL
avila,2018/11/9,16:00,11 ,13 ,20 ,0 ,0 ,90,0,60,1020 ,9,30,NULL,NULL
avila,2018/11/9,17:00,10 ,12 ,18 ,0 ,0 ,100,0,66,1020 ,8,30,NULL,NULL
avila,2018/11/9,18:00,9 ,9 ,14 ,0 ,0 ,100,0,74,1020 ,9,30,NULL,NULL
avila,2018/11/9,19:00,8 ,8 ,12 ,0 ,0 ,100,0,79,1020 ,8,30,NULL,NULL
avila,2018/11/9,20:00,8 ,9 ,13 ,0 ,0 ,100,0,81,1019 ,6,30,NULL,NULL
avila,2018/11/9,21:00,7 ,10 ,15 ,0 ,0 ,100,0,83,1019 ,5,30,NULL,NULL
avila,2018/11/9,22:00,7 ,11 ,16 ,0 ,0 ,100,0,84,1019 ,5,30,NULL,NULL
avila,2018/11/9,23:00,7 ,11 ,17 ,0 ,0 ,100,0,85,1019 ,5,30,NULL,NULL
avila,2018/11/10,00:00,7 ,12 ,18 ,0 ,0 ,100,0,86,1018 ,5,30,NULL,NULL
avila,2018/11/10,01:00,7 ,12 ,18 ,0 ,0 ,100,0,86,1018 ,5,30,NULL,NULL
avila,2018/11/10,02:00,7 ,12 ,18 ,0.3 ,0 ,80,0,86,1017 ,5,60,NULL,NULL
avila,2018/11/10,03:00,8 ,12 ,18 ,0.3 ,0 ,80,0,85,1017 ,5,60,NULL,NULL
avila,2018/11/10,04:00,8 ,12 ,19 ,0.3 ,0 ,80,0,84,1016 ,6,60,NULL,NULL
avila,2018/11/10,05:00,8 ,13 ,19 ,0 ,0 ,70,0,86,1016 ,5,20,NULL,NULL
avila,2018/11/10,06:00,7 ,13 ,20 ,0 ,0 ,70,0,88,1015 ,5,20,NULL,NULL
avila,2018/11/10,07:00,7 ,14 ,21 ,0 ,0 ,70,0,89,1015 ,5,20,NULL,NULL
avila,2018/11/10,08:00,8 ,14 ,21 ,0 ,0 ,90,0,89,1015 ,6,30,NULL,NULL
avila,2018/11/10,09:00,9 ,15 ,22 ,0 ,0 ,90,0,89,1015 ,7,30,NULL,NULL
avila,2018/11/10,10:00,10 ,15 ,23 ,0 ,0 ,90,0,87,1015 ,8,30,NULL,NULL
avila,2018/11/10,11:00,11 ,18 ,26 ,0 ,0 ,80,0,84,1015 ,9,20,NULL,NULL
avila,2018/11/10,12:00,12 ,20 ,30 ,0 ,0 ,80,0,80,1014 ,9,20,NULL,NULL
avila,2018/11/10,13:00,12 ,21 ,31 ,0 ,0 ,80,0,77,1014 ,10,20,NULL,NULL
avila,2018/11/10,14:00,13 ,19 ,28 ,0 ,0 ,90,0,77,1014 ,11,30,NULL,NULL
avila,2018/11/10,15:00,13 ,17 ,25 ,0 ,0 ,90,0,78,1013 ,11,30,NULL,NULL
avila,2018/11/10,16:00,12 ,15 ,22 ,0 ,0 ,90,0,81,1013 ,12,30,NULL,NULL
avila,2018/11/10,17:00,12 ,13 ,19 ,0 ,0 ,80,0,85,1013 ,12,20,NULL,NULL
avila,2018/11/10,18:00,12 ,11 ,17 ,0 ,0 ,80,0,90,1013 ,10,20,NULL,NULL
avila,2018/11/10,19:00,11 ,9 ,14 ,0 ,0 ,80,0,93,1013 ,11,20,NULL,NULL
avila,2018/11/10,20:00,11 ,9 ,13 ,0 ,0 ,70,0,94,1014 ,11,20,NULL,NULL
avila,2018/11/10,21:00,10 ,10 ,15 ,0 ,0 ,70,0,94,1014 ,10,20,NULL,NULL
avila,2018/11/10,22:00,10 ,10 ,16 ,0 ,0 ,70,0,94,1015 ,8,20,NULL,NULL
avila,2018/11/10,23:00,9 ,10 ,16 ,0 ,0 ,80,0,93,1015 ,9,20,NULL,NULL
avila,2018/11/11,00:00,9 ,11 ,16 ,0 ,0 ,80,0,92,1015 ,9,20,NULL,NULL
avila,2018/11/11,01:00,10 ,11 ,16 ,0 ,0 ,80,0,90,1015 ,8,20,NULL,NULL
avila,2018/11/11,02:00,10 ,10 ,15 ,0 ,0 ,80,0,89,1014 ,8,20,NULL,NULL
avila,2018/11/11,03:00,10 ,9 ,14 ,0 ,0 ,80,0,87,1014 ,10,20,NULL,NULL
avila,2018/11/11,04:00,10 ,9 ,14 ,0 ,0 ,80,0,86,1014 ,10,20,NULL,NULL
avila,2018/11/11,05:00,10 ,10 ,15 ,0 ,0 ,90,0,86,1014 ,10,30,NULL,NULL
avila,2018/11/11,06:00,10 ,11 ,17 ,0 ,0 ,90,0,88,1014 ,8,30,NULL,NULL
avila,2018/11/11,07:00,9 ,13 ,19 ,0 ,0 ,90,0,89,1014 ,7,30,NULL,NULL
avila,2018/11/11,08:00,9 ,13 ,20 ,0.6 ,0 ,90,0,88,1014 ,7,90,NULL,NULL
avila,2018/11/11,09:00,10 ,14 ,21 ,0.6 ,0 ,90,0,88,1015 ,8,90,NULL,NULL
avila,2018/11/11,10:00,10 ,15 ,22 ,0.6 ,0 ,90,0,87,1015 ,10,90,NULL,NULL
avila,2018/11/11,11:00,11 ,16 ,24 ,1.6 ,0 ,80,0,87,1015 ,9,90,NULL,NULL
badajoz,2018/11/8,Ahora,15 ,13 ,20 ,--,--,--,--,94 ,1016 ,14,NULL,12:15,Ilimitada
badajoz,2018/11/8,13:00,16 ,17 ,26 ,0 ,0 ,30,0,66,1016 ,16,10,NULL,NULL
badajoz,2018/11/8,14:00,16 ,20 ,31 ,0.2 ,0 ,70,0,65,1015 ,16,60,NULL,NULL
badajoz,2018/11/8,15:00,16 ,23 ,35 ,0.2 ,0 ,70,0,66,1015 ,16,60,NULL,NULL
badajoz,2018/11/8,16:00,16 ,25 ,38 ,0.2 ,0 ,70,0,68,1014 ,14,60,NULL,NULL
badajoz,2018/11/8,17:00,15 ,24 ,36 ,0.4 ,0 ,40,0,73,1014 ,13,40,NULL,NULL
badajoz,2018/11/8,18:00,13 ,21 ,31 ,0.4 ,0 ,40,0,78,1015 ,11,40,NULL,NULL
badajoz,2018/11/8,19:00,12 ,17 ,26 ,0.4 ,0 ,40,0,81,1016 ,10,40,NULL,NULL
badajoz,2018/11/8,20:00,11 ,15 ,23 ,0 ,0 ,10,0,82,1017 ,11,NULL,NULL,NULL
badajoz,2018/11/8,21:00,11 ,13 ,20 ,0 ,0 ,10,0,81,1018 ,9,NULL,NULL,NULL
badajoz,2018/11/8,22:00,10 ,12 ,18 ,0 ,0 ,10,0,82,1019 ,8,NULL,NULL,NULL
badajoz,2018/11/8,23:00,9 ,11 ,17 ,0 ,0 ,0,0,84,1020 ,9,NULL,NULL,NULL
badajoz,2018/11/9,00:00,9 ,10 ,16 ,0 ,0 ,0,0,86,1020 ,7,NULL,NULL,NULL
badajoz,2018/11/9,01:00,8 ,10 ,14 ,0 ,0 ,0,0,88,1021 ,6,NULL,NULL,NULL
badajoz,2018/11/9,02:00,8 ,9 ,13 ,0 ,0 ,0,0,90,1021 ,6,NULL,NULL,NULL
badajoz,2018/11/9,03:00,7 ,8 ,12 ,0 ,0 ,0,0,92,1021 ,7,NULL,NULL,NULL
badajoz,2018/11/9,04:00,7 ,7 ,11 ,0 ,0 ,0,0,94,1022 ,7,NULL,NULL,NULL
badajoz,2018/11/9,05:00,7 ,7 ,10 ,0 ,0 ,10,0,95,1022 ,5,NULL,NULL,NULL
badajoz,2018/11/9,06:00,6 ,7 ,10 ,0 ,0 ,10,0,95,1023 ,6,NULL,NULL,NULL
badajoz,2018/11/9,07:00,6 ,7 ,11 ,0 ,0 ,10,0,95,1023 ,6,NULL,NULL,NULL
badajoz,2018/11/9,08:00,7 ,7 ,11 ,0 ,0 ,10,0,93,1023 ,7,NULL,NULL,NULL
badajoz,2018/11/9,09:00,8 ,8 ,12 ,0 ,0 ,10,0,90,1024 ,8,NULL,NULL,NULL
badajoz,2018/11/9,10:00,10 ,9 ,13 ,0 ,0 ,10,0,85,1024 ,10,NULL,NULL,NULL
badajoz,2018/11/9,11:00,11 ,10 ,15 ,0 ,0 ,60,0,76,1024 ,11,20,NULL,NULL
badajoz,2018/11/9,12:00,14 ,12 ,18 ,0 ,0 ,60,0,65,1024 ,14,20,NULL,NULL
badajoz,2018/11/9,13:00,15 ,13 ,19 ,0 ,0 ,60,0,57,1024 ,15,20,NULL,NULL
badajoz,2018/11/9,14:00,16 ,12 ,18 ,0 ,0 ,70,0,54,1023 ,16,20,NULL,NULL
badajoz,2018/11/9,15:00,16 ,11 ,17 ,0 ,0 ,70,0,53,1022 ,16,20,NULL,NULL
badajoz,2018/11/9,16:00,16 ,11 ,16 ,0 ,0 ,70,0,55,1021 ,16,20,NULL,NULL
badajoz,2018/11/9,17:00,15 ,10 ,16 ,0 ,0 ,90,0,58,1021 ,15,30,NULL,NULL
badajoz,2018/11/9,18:00,15 ,10 ,15 ,0 ,0 ,90,0,61,1021 ,15,30,NULL,NULL
badajoz,2018/11/9,19:00,14 ,10 ,16 ,0 ,0 ,90,0,65,1021 ,14,30,NULL,NULL
badajoz,2018/11/9,20:00,13 ,11 ,17 ,0 ,0 ,90,0,69,1021 ,13,30,NULL,NULL
badajoz,2018/11/9,21:00,13 ,13 ,19 ,0 ,0 ,90,0,74,1022 ,11,30,NULL,NULL
badajoz,2018/11/9,22:00,12 ,14 ,21 ,0 ,0 ,90,0,77,1022 ,12,30,NULL,NULL
badajoz,2018/11/9,23:00,12 ,14 ,21 ,0 ,0 ,100,0,79,1021 ,12,30,NULL,NULL
badajoz,2018/11/10,00:00,12 ,14 ,21 ,0 ,0 ,100,0,80,1021 ,12,30,NULL,NULL
badajoz,2018/11/10,01:00,12 ,14 ,22 ,0 ,0 ,100,0,81,1020 ,12,30,NULL,NULL
badajoz,2018/11/10,02:00,12 ,15 ,22 ,0 ,0 ,80,0,83,1020 ,10,20,NULL,NULL
badajoz,2018/11/10,03:00,12 ,16 ,23 ,0 ,0 ,80,0,84,1019 ,10,20,NULL,NULL
badajoz,2018/11/10,04:00,12 ,16 ,25 ,0 ,0 ,80,0,86,1019 ,10,20,NULL,NULL
badajoz,2018/11/10,05:00,12 ,18 ,26 ,0 ,0 ,90,0,87,1018 ,10,30,NULL,NULL
badajoz,2018/11/10,06:00,12 ,19 ,28 ,0 ,0 ,90,0,88,1018 ,10,30,NULL,NULL
badajoz,2018/11/10,07:00,12 ,20 ,30 ,0 ,0 ,90,0,88,1018 ,10,30,NULL,NULL
badajoz,2018/11/10,08:00,13 ,21 ,31 ,0 ,0 ,100,0,88,1018 ,11,30,NULL,NULL
badajoz,2018/11/10,09:00,13 ,21 ,31 ,0 ,0 ,100,0,87,1018 ,11,30,NULL,NULL
badajoz,2018/11/10,10:00,14 ,21 ,32 ,0 ,0 ,100,0,86,1018 ,12,30,NULL,NULL
badajoz,2018/11/10,11:00,15 ,25 ,37 ,0.1 ,0 ,100,0,83,1017 ,13,60,NULL,NULL
badajoz,2018/11/10,12:00,16 ,30 ,45 ,0.1 ,0 ,100,0,81,1017 ,14,60,NULL,NULL
badajoz,2018/11/10,13:00,17 ,32 ,48 ,0.1 ,0 ,100,0,80,1017 ,15,60,NULL,NULL
badajoz,2018/11/10,14:00,17 ,29 ,43 ,0.2 ,0 ,100,0,82,1016 ,17,70,NULL,NULL
badajoz,2018/11/10,15:00,17 ,24 ,37 ,0.2 ,0 ,100,0,84,1016 ,17,70,NULL,NULL
badajoz,2018/11/10,16:00,17 ,20 ,31 ,0.2 ,0 ,100,0,86,1016 ,17,70,NULL,NULL
badajoz,2018/11/10,17:00,17 ,17 ,26 ,0.9 ,0 ,100,0,88,1015 ,17,90,NULL,NULL
badajoz,2018/11/10,18:00,16 ,14 ,22 ,0.9 ,0 ,100,0,90,1015 ,16,90,NULL,NULL
badajoz,2018/11/10,19:00,16 ,12 ,18 ,0.9 ,0 ,100,0,92,1016 ,16,90,NULL,NULL
badajoz,2018/11/10,20:00,16 ,12 ,19 ,0.8 ,0 ,60,0,94,1016 ,16,80,NULL,NULL
badajoz,2018/11/10,21:00,16 ,14 ,21 ,0.8 ,0 ,60,0,95,1016 ,16,80,NULL,NULL
badajoz,2018/11/10,22:00,15 ,14 ,21 ,0.8 ,0 ,60,0,96,1017 ,15,80,NULL,NULL
badajoz,2018/11/10,23:00,15 ,13 ,19 ,0.4 ,0 ,70,0,96,1017 ,15,40,NULL,NULL
badajoz,2018/11/11,00:00,15 ,11 ,16 ,0.4 ,0 ,70,0,96,1017 ,15,40,NULL,NULL
badajoz,2018/11/11,01:00,15 ,9 ,14 ,0.4 ,0 ,70,0,96,1016 ,15,40,NULL,NULL
badajoz,2018/11/11,02:00,15 ,8 ,12 ,0 ,0 ,90,0,96,1016 ,15,30,NULL,NULL
badajoz,2018/11/11,03:00,15 ,8 ,11 ,0 ,0 ,90,0,96,1016 ,15,30,NULL,NULL
badajoz,2018/11/11,04:00,15 ,7 ,10 ,0 ,0 ,90,0,97,1015 ,15,30,NULL,NULL
badajoz,2018/11/11,05:00,15 ,6 ,9 ,0.2 ,0 ,90,0,97,1015 ,15,60,NULL,NULL
badajoz,2018/11/11,06:00,14 ,5 ,7 ,0.2 ,0 ,90,0,97,1015 ,14,60,NULL,NULL
badajoz,2018/11/11,07:00,14 ,6 ,9 ,0.2 ,0 ,90,0,98,1014 ,14,60,NULL,NULL
badajoz,2018/11/11,08:00,14 ,9 ,13 ,1.5 ,0 ,100,0,97,1014 ,14,90,NULL,NULL
badajoz,2018/11/11,09:00,15 ,12 ,18 ,1.5 ,0 ,100,0,94,1014 ,15,90,NULL,NULL
badajoz,2018/11/11,10:00,16 ,15 ,23 ,1.5 ,0 ,100,0,92,1014 ,16,90,NULL,NULL
badajoz,2018/11/11,11:00,17 ,19 ,28 ,0.2 ,0 ,90,0,87,1014 ,17,60,NULL,NULL
badajoz,2018/11/11,12:00,18 ,22 ,33 ,0.2 ,0 ,90,0,81,1013 ,18,60,NULL,NULL
barcelona,2018/11/8,Ahora,16 ,6 ,9 ,--,--,--,--,66 ,1019 ,16,NULL,12:15,Ilimitada
barcelona,2018/11/8,13:00,17 ,10 ,16 ,0 ,0 ,40,0,64,1019 ,17,10,NULL,NULL
barcelona,2018/11/8,14:00,17 ,10 ,14 ,0 ,0 ,60,0,65,1018 ,17,20,NULL,NULL
barcelona,2018/11/8,15:00,17 ,8 ,13 ,0 ,0 ,60,0,67,1017 ,17,20,NULL,NULL
barcelona,2018/11/8,16:00,17 ,8 ,11 ,0 ,0 ,60,0,68,1016 ,17,20,NULL,NULL
barcelona,2018/11/8,17:00,17 ,7 ,11 ,0 ,0 ,70,0,71,1016 ,17,20,NULL,NULL
barcelona,2018/11/8,18:00,17 ,7 ,10 ,0 ,0 ,70,0,73,1016 ,17,20,NULL,NULL
barcelona,2018/11/8,19:00,17 ,6 ,9 ,0 ,0 ,70,0,75,1015 ,17,20,NULL,NULL
barcelona,2018/11/8,20:00,16 ,6 ,9 ,0 ,0 ,90,0,76,1015 ,16,30,NULL,NULL
barcelona,2018/11/8,21:00,16 ,5 ,8 ,0 ,0 ,90,0,76,1015 ,16,30,NULL,NULL
barcelona,2018/11/8,22:00,15 ,5 ,8 ,0 ,0 ,90,0,77,1015 ,15,30,NULL,NULL
barcelona,2018/11/8,23:00,15 ,6 ,9 ,1.5 ,0 ,100,0,78,1015 ,15,90,NULL,NULL
barcelona,2018/11/9,00:00,15 ,8 ,12 ,1.5 ,0 ,100,0,79,1014 ,15,90,NULL,NULL
barcelona,2018/11/9,01:00,15 ,9 ,13 ,1.5 ,0 ,100,0,79,1013 ,15,90,NULL,NULL
barcelona,2018/11/9,02:00,15 ,9 ,13 ,1.3 ,0 ,100,0,80,1013 ,15,90,NULL,NULL
barcelona,2018/11/9,03:00,15 ,9 ,13 ,1.3 ,0 ,100,0,79,1012 ,15,90,NULL,NULL
barcelona,2018/11/9,04:00,14 ,9 ,13 ,1.3 ,0 ,100,0,79,1012 ,14,90,NULL,NULL
barcelona,2018/11/9,05:00,14 ,9 ,13 ,2.3 ,0 ,100,0,79,1011 ,14,100,NULL,NULL
barcelona,2018/11/9,06:00,14 ,9 ,13 ,2.3 ,0 ,100,0,78,1011 ,14,100,NULL,NULL
barcelona,2018/11/9,07:00,14 ,9 ,13 ,2.3 ,0 ,100,0,77,1011 ,14,100,NULL,NULL
barcelona,2018/11/9,08:00,14 ,9 ,14 ,1.6 ,0 ,90,0,77,1011 ,14,90,NULL,NULL
barcelona,2018/11/9,09:00,14 ,10 ,15 ,1.6 ,0 ,90,0,75,1012 ,14,90,NULL,NULL
barcelona,2018/11/9,10:00,15 ,11 ,16 ,1.6 ,0 ,90,0,74,1012 ,15,90,NULL,NULL
barcelona,2018/11/9,11:00,16 ,10 ,16 ,0.1 ,0 ,60,0,72,1012 ,16,40,NULL,NULL
barcelona,2018/11/9,12:00,17 ,9 ,13 ,0.1 ,0 ,60,0,68,1012 ,17,40,NULL,NULL
barcelona,2018/11/9,13:00,17 ,9 ,13 ,0.1 ,0 ,60,0,66,1012 ,17,40,NULL,NULL
barcelona,2018/11/9,14:00,17 ,10 ,15 ,0.1 ,0 ,50,0,65,1012 ,17,40,NULL,NULL
barcelona,2018/11/9,15:00,17 ,12 ,17 ,0.1 ,0 ,50,0,65,1012 ,17,40,NULL,NULL
